object number,1kind,2UG,3UR,4UI,5UZ,6GR,7GI,8GZ,9RI,10RZ,11IZ,12UGER,13URER,14UIER,15UZER,16GRER,17GIER,18GZER,19RIER,20RZER,21IZER,22contamination?,23ugal,24g gal,25r gal,26i gal,27z gal,33gal ratio,34fdistance,37HRV
679,1,2.094,2.893,2.995,3.148,0.798,0.901,1.054,0.103,0.255,0.153,0.507,0.507,0.506,0.517,0.043,0.037,0.111,0.023,0.107,0.104,0,16.0966,14.2712,13.6287,13.2841,13.0029,0.294,0.639,3657
680,3,0.886,1.366,1.6,1.766,0.48,0.715,0.88,0.235,0.401,0.166,0.046,0.046,0.045,0.051,0.013,0.01,0.026,0.008,0.025,0.024,0,15.1898,13.3515,12.5187,12.1216,11.816,0.886,0.495,3358
681,1,1.661,2.33,2.761,3.024,0.669,1.1,1.363,0.431,0.694,0.263,0.476,0.475,0.474,0.485,0.053,0.041,0.109,0.034,0.106,0.101,0,14.497,12.6892,11.9112,11.556,11.22,0.505,0.666,3827
682,5,1.401,2.077,2.509,2.642,0.675,1.108,1.24,0.432,0.565,0.132,0.2,0.199,0.198,0.213,0.036,0.029,0.085,0.021,0.082,0.079,0,14.2304,12.4686,11.6419,11.2347,10.8838,0.826,0.368,4107
683,7,1.609,2.141,2.432,2.503,0.532,0.823,0.894,0.291,0.362,0.071,0.448,0.448,0.448,0.467,0.05,0.053,0.141,0.051,0.141,0.142,0,13.8766,12.3989,11.4377,11.0287,10.9354,0.892,0.539,1574
684,4,1.743,2.168,2.404,2.379,0.425,0.662,0.636,0.237,0.211,-0.025,1.036,1.037,1.034,1.115,0.104,0.07,0.425,0.077,0.426,0.419,0,16.0848,14.3222,13.4684,13.088,12.792,0.378,0.834,4538
685,-11,1.206,1.562,-1.592,2.621,0.356,-2.798,1.414,-3.154,1.058,4.213,1.547,1.552,5.231,1.618,0.276,5.003,0.534,5.005,0.548,5.025,0,18.8071,17.5302,17.2188,16.9939,16.9902,99,99,5700
686,2,1.325,2.461,2.98,3.786,1.136,1.655,2.461,0.519,1.325,0.806,0.026,0.026,0.026,0.026,0.005,0.005,0.005,0.003,0.004,0.004,0,12.772,10.9691,9.7101,9.2024,8.5198,0.384,0.018,300
687,7,0.26,0.389,0.321,0.399,0.129,0.062,0.139,-0.068,0.01,0.078,0.085,0.087,0.081,0.208,0.042,0.026,0.194,0.032,0.194,0.192,0,17.0014,15.2177,15.9135,15.7995,15.6782,99,99,5160
688,2,0.02,0.13,0.096,-0.101,0.11,0.076,-0.121,-0.034,-0.231,-0.197,0.055,0.056,0.049,0.192,0.036,0.025,0.188,0.026,0.188,0.186,0,15.9858,14.798,14.2447,14.1563,14.0106,0.771,0.652,1980
689,2,1.091,1.7,2.032,2.232,0.609,0.941,1.141,0.332,0.532,0.2,0.052,0.051,0.052,0.055,0.012,0.013,0.023,0.012,0.023,0.023,0,12.9242,11.584,11.0488,10.5361,10.3207,0.377,0.298,1414
690,2,1.414,2.134,2.535,2.764,0.72,1.12,1.35,0.4,0.63,0.23,0.11,0.109,0.109,0.112,0.017,0.013,0.029,0.01,0.028,0.026,0,14.8905,13.1906,12.3416,11.8666,11.5777,0.345,0.101,3497
691,7,0.557,-0.309,-0.29,-75.406,-0.866,-0.847,-75.963,0.019,-75.097,-75.115,1.153,1.284,1.139,1.985,0.622,0.183,1.636,0.594,1.731,1.626,0,18.9492,17.4653,17.0642,16.9159,16.8528,99,99,5100
692,2,0.739,1.228,1.425,1.831,0.489,0.686,1.092,0.197,0.603,0.406,0.309,0.306,0.304,0.327,0.069,0.055,0.134,0.041,0.129,0.122,0,15.2175,13.6564,13.0678,12.7272,12.5558,0.821,0.212,2671
693,7,1.631,2.217,2.602,2.696,0.585,0.971,1.065,0.386,0.48,0.094,0.304,0.304,0.303,0.312,0.034,0.025,0.079,0.023,0.078,0.075,0,15.4366,13.7729,12.8796,12.4268,12.1013,0.273,0.197,3745
694,1,5.591,6.193,6.533,6.61,0.602,0.942,1.019,0.34,0.417,0.077,28.249,28.249,28.249,28.249,0.082,0.061,0.221,0.054,0.22,0.213,0,15.1761,13.3385,12.397,11.9205,11.5338,0.673,0.871,2870
695,7,0.934,1.676,2.021,2.249,0.741,1.087,1.314,0.345,0.573,0.228,0.112,0.111,0.11,0.118,0.024,0.02,0.047,0.015,0.045,0.043,0,15.3233,13.7103,12.9581,12.4539,12.0581,0.269,0.233,3355
696,2,1.4,2.066,2.483,2.752,0.666,1.083,1.352,0.417,0.686,0.269,0.17,0.169,0.168,0.176,0.028,0.022,0.057,0.018,0.055,0.052,0,14.3008,12.8042,12.0808,11.7778,11.4908,0.405,0.453,1503
697,7,0.576,0.834,0.92,0.951,0.259,0.344,0.376,0.085,0.117,0.032,0.134,0.135,0.132,0.198,0.039,0.026,0.15,0.029,0.151,0.148,0,15.809,14.9909,14.5709,14.4311,14.377,0.434,0.524,3253
698,2,1.19,1.89,2.273,2.571,0.7,1.083,1.381,0.383,0.681,0.297,0.021,0.021,0.021,0.021,0.005,0.004,0.008,0.003,0.007,0.006,0,99,99,99,99,99,0.379,0.012,723
699,5,0.601,0.821,0.9,0.945,0.219,0.299,0.343,0.079,0.124,0.045,0.099,0.099,0.096,0.154,0.036,0.024,0.123,0.027,0.124,0.121,0,16.4355,15.3616,14.9211,14.7366,14.5897,0.453,0.369,4770
700,1,1.107,1.74,2.042,2.252,0.632,0.935,1.144,0.302,0.512,0.21,0.04,0.04,0.039,0.042,0.009,0.007,0.017,0.006,0.016,0.015,0,15.0207,13.2985,12.4357,12.0222,11.6922,0.633,0.16,4906
701,7,0.785,1.507,1.465,1.743,0.722,0.68,0.958,-0.041,0.237,0.278,0.054,0.054,0.053,0.06,0.014,0.011,0.03,0.009,0.029,0.028,0,99,99,99,99,99,0.77,0.464,3445
702,1,1.183,1.752,2.258,1.993,0.568,1.075,0.81,0.506,0.242,-0.265,0.764,0.759,0.754,0.869,0.153,0.126,0.451,0.086,0.441,0.433,0,15.1218,13.2014,12.3138,11.8501,11.5353,0.639,0.741,5553
703,3,0.788,1.12,1.31,1.462,0.331,0.521,0.673,0.19,0.342,0.152,0.086,0.086,0.084,0.105,0.023,0.018,0.065,0.016,0.064,0.062,0,14.8028,13.7821,13.1864,13.0011,12.8626,0.692,0.395,4411
704,2,0.833,1.29,1.559,1.747,0.457,0.726,0.913,0.269,0.456,0.187,0.026,0.026,0.026,0.029,0.007,0.006,0.014,0.005,0.014,0.013,0,13.2667,11.3113,10.3938,9.9426,9.6433,0.462,0.19,726
705,7,1.656,2.177,2.378,2.721,0.521,0.722,1.066,0.201,0.545,0.343,0.518,0.518,0.517,0.531,0.051,0.038,0.126,0.035,0.125,0.121,0,15.0598,13.0833,12.2164,11.8434,11.5159,0.905,0.62,3824
706,2,0.673,0.96,1.084,1.167,0.287,0.411,0.494,0.123,0.207,0.084,0.074,0.074,0.072,0.093,0.023,0.016,0.06,0.017,0.061,0.058,0,13.6124,12.4221,11.7519,11.3912,11.1813,0.773,0.361,2066
707,1,73.424,73.713,75.004,76.748,0.289,1.58,3.324,1.291,3.035,1.744,6.968,7.05,6.849,6.82,2.542,1.912,1.805,2.192,2.1,1.267,0,20.9999,19.3563,19.0183,18.831,18.4693,99,99,5100
708,7,0.021,0.453,0.508,0.004,0.432,0.488,-0.017,0.056,-0.449,-0.505,0.374,0.375,0.362,0.846,0.136,0.095,0.77,0.098,0.771,0.765,0,15.4385,13.7892,13.005,12.6102,12.2382,0.611,0.618,5328
709,1,1.83,2.499,2.914,3.213,0.669,1.084,1.383,0.415,0.714,0.299,0.523,0.523,0.521,0.529,0.049,0.036,0.095,0.033,0.094,0.088,0,14.7739,13.0542,12.2803,11.9131,11.6187,1,0.285,2591
710,1,0.903,1.541,1.562,1.255,0.638,0.659,0.352,0.02,-0.286,-0.306,0.837,0.834,0.825,1.17,0.189,0.143,0.842,0.124,0.839,0.83,0,14.7887,13.4774,12.9047,12.5726,12.5721,0.78,1.396,2547
711,3,0.442,0.629,0.718,0.754,0.187,0.276,0.311,0.089,0.124,0.035,0.082,0.083,0.08,0.113,0.027,0.018,0.082,0.02,0.082,0.08,0,14.4057,12.8846,11.9807,11.54,11.1205,0.756,0.531,2379
712,5,0.794,1.156,1.443,1.747,0.362,0.649,0.953,0.287,0.592,0.304,0.032,0.032,0.031,0.036,0.01,0.007,0.019,0.007,0.019,0.018,0,16.187,14.4753,13.7793,13.449,13.1679,0.218,0.171,4826
713,5,0.392,1.036,1.341,1.526,0.644,0.949,1.133,0.305,0.489,0.185,0.129,0.128,0.126,0.15,0.035,0.026,0.085,0.023,0.084,0.081,0,15.3996,14.0477,13.2785,12.9316,12.553,0.963,0.354,5856
714,1,-1.108,-0.476,-0.193,0.858,0.632,0.915,1.966,0.283,1.334,1.051,2.521,2.354,2.073,2.864,2.303,2.015,2.822,1.801,2.674,2.43,0,20.4656,19.5919,19.3398,19.2217,19.1321,99,99,5500
715,1,1.541,2.228,2.635,2.811,0.687,1.095,1.27,0.408,0.583,0.175,0.12,0.12,0.119,0.124,0.018,0.014,0.036,0.011,0.035,0.033,0,16.2722,14.8574,14.1727,13.8552,13.5567,0.91,0.153,4842
716,1,1.137,1.649,2.127,2.465,0.512,0.99,1.328,0.478,0.816,0.338,0.688,0.686,0.68,0.718,0.137,0.102,0.252,0.092,0.248,0.23,0,15.6793,14.6489,14.1795,13.7973,13.4695,1,1.182,3470
717,3,0.973,1.432,1.627,1.71,0.459,0.654,0.737,0.195,0.278,0.083,0.276,0.276,0.274,0.293,0.045,0.033,0.108,0.03,0.107,0.103,0,15.685,13.7843,12.8939,12.4271,11.9612,0.333,0.501,4465
718,2,1.009,1.481,1.687,1.776,0.472,0.678,0.767,0.206,0.294,0.089,0.105,0.104,0.102,0.126,0.028,0.022,0.077,0.017,0.076,0.074,0,14.1783,12.8111,12.1333,11.7799,11.5999,0.842,0.306,835
719,3,0.752,1.17,1.209,1.343,0.418,0.457,0.591,0.04,0.174,0.134,0.134,0.135,0.133,0.165,0.033,0.023,0.101,0.024,0.101,0.098,0,16.6738,15.241,14.6652,14.2401,13.4783,0.205,0.264,4914
720,2,1.025,1.333,1.524,1.589,0.308,0.5,0.564,0.191,0.256,0.064,0.062,0.062,0.061,0.078,0.016,0.011,0.05,0.012,0.051,0.049,0,14.0783,13.07,12.6958,12.4174,12.5639,0.464,0.287,1302
721,2,0.769,1.102,1.175,1.262,0.333,0.406,0.493,0.073,0.16,0.087,0.086,0.086,0.085,0.116,0.023,0.015,0.081,0.017,0.082,0.08,0,15.5974,13.9734,13.3361,13.0083,12.8721,0.646,0.61,3311
722,1,1.109,1.686,2.022,2.181,0.577,0.912,1.072,0.336,0.495,0.159,0.211,0.21,0.208,0.23,0.041,0.031,0.103,0.027,0.101,0.098,0,15.3747,13.7138,12.9699,12.5078,12.1503,0.571,0.504,5836
723,1,75.058,75.17,75.225,74.835,0.112,0.167,-0.223,0.055,-0.335,-0.39,2.854,2.862,2.841,3.912,0.446,0.278,2.704,0.349,2.712,2.69,0,15.7289,14.0285,13.1904,12.7064,12.2573,0.25,0.806,4688
724,1,74.229,74.252,72.09,75.786,0.023,-2.139,1.557,-2.162,1.533,3.696,2.434,2.567,11.243,2.727,1.306,11.024,1.598,11.054,1.795,11.092,0,15.5377,14.1505,13.6639,13.3639,13.2277,0.764,1.629,3399
725,1,1.742,2.42,2.881,3.015,0.679,1.139,1.273,0.46,0.594,0.134,0.358,0.358,0.357,0.368,0.036,0.027,0.093,0.024,0.093,0.089,0,15.3124,13.6087,12.8542,12.4617,12.1678,0.89,0.269,3057
726,1,1.667,2.469,2.883,3.164,0.801,1.216,1.496,0.415,0.695,0.28,0.051,0.05,0.05,0.052,0.01,0.008,0.015,0.005,0.014,0.013,0,15.677,13.8569,13.0141,12.5226,12.2055,0.462,0.094,4558
727,3,0.78,1.388,1.517,1.745,0.608,0.737,0.964,0.128,0.356,0.228,0.015,0.015,0.015,0.017,0.005,0.004,0.008,0.003,0.008,0.007,0,13.9869,13.1825,12.6653,12.3662,12.0393,0.833,0.69,3033
728,3,0.629,1.516,1.544,1.9,0.887,0.915,1.271,0.028,0.384,0.356,0.033,0.033,0.032,0.035,0.01,0.009,0.017,0.006,0.016,0.014,0,13.9869,13.1825,12.6653,12.3662,12.0393,0.833,0.25,3033
729,1,0.84,1.312,1.473,1.585,0.472,0.633,0.745,0.162,0.273,0.112,0.101,0.101,0.099,0.12,0.025,0.018,0.07,0.017,0.07,0.068,0,16.2268,15.3676,14.8896,14.7885,14.5103,0.414,0.402,3890
730,1,1.537,2.28,2.651,2.921,0.743,1.114,1.384,0.371,0.641,0.27,0.14,0.14,0.139,0.145,0.021,0.016,0.043,0.013,0.041,0.039,0,15.9216,14.2369,13.4758,13.0698,12.816,0.778,0.327,3275
731,1,0.152,0.488,1.066,1.18,0.336,0.914,1.028,0.578,0.692,0.114,0.809,0.823,0.779,1.143,0.345,0.22,0.865,0.265,0.877,0.836,0,19.7119,17.6189,16.9036,16.5558,16.3349,0.875,1.879,5400
732,4,1.113,1.55,1.804,1.939,0.437,0.691,0.826,0.255,0.389,0.134,0.067,0.067,0.066,0.075,0.015,0.011,0.037,0.01,0.037,0.036,0,16.0638,14.3964,13.5847,13.2004,12.8452,0.319,0.285,5116
733,3,1.452,2.144,2.505,2.736,0.692,1.053,1.283,0.361,0.592,0.231,0.065,0.064,0.064,0.067,0.012,0.012,0.022,0.011,0.021,0.021,0,14.5494,12.8122,10.7527,11.5869,11.326,0.75,0.111,697
734,BAD,1.399,1.912,2.181,2.276,0.513,0.782,0.877,0.269,0.364,0.095,0.109,0.109,0.108,0.116,0.021,0.015,0.045,0.014,0.044,0.042,1,16.0728,14.4017,13.6031,13.1783,12.8651,0.905,0.319,588
735,3,0.641,1,1.135,1.287,0.359,0.495,0.646,0.136,0.287,0.152,0.07,0.07,0.068,0.084,0.022,0.015,0.051,0.015,0.051,0.048,0,14.8079,13.6722,12.8898,12.4685,12.0933,0.882,0.445,4295
736,1,2.27,3.056,3.536,3.708,0.786,1.267,1.438,0.481,0.652,0.172,0.455,0.455,0.454,0.457,0.026,0.021,0.051,0.016,0.05,0.047,0,14.6858,12.6174,11.7025,11.2345,10.8734,0.864,0.259,5440
737,1,-1.912,-0.23,0.815,0.912,1.681,2.727,2.824,1.046,1.143,0.097,1.458,0.824,0.68,1.162,1.371,1.289,1.597,0.465,1.05,0.942,0,13.5174,11.45,10.5821,10.1304,9.8414,0.75,1.229,2270
738,2,0.911,1.468,1.619,1.656,0.557,0.709,0.746,0.152,0.188,0.037,0.092,0.092,0.09,0.113,0.023,0.018,0.07,0.016,0.07,0.068,0,19.2883,17.9736,17.5947,17.3582,17.2687,0.5,0.253,5600
739,7,0.987,1.294,1.447,1.594,0.307,0.461,0.608,0.154,0.301,0.147,0.405,0.407,0.403,0.468,0.076,0.048,0.243,0.058,0.245,0.238,0,15.5565,14.1494,13.5877,13.2882,13.0557,0.583,0.708,5122
740,1,1.455,1.976,2.255,2.356,0.521,0.8,0.901,0.279,0.38,0.101,0.342,0.341,0.342,0.368,0.051,0.054,0.148,0.05,0.146,0.147,0,14.2789,12.7013,12.1478,11.6365,11.5364,0.933,0.333,1875
741,2,1.009,1.295,1.503,1.589,0.286,0.494,0.58,0.208,0.294,0.086,0.159,0.16,0.158,0.178,0.031,0.02,0.084,0.023,0.085,0.082,0,16.1048,14.5152,13.7193,13.3217,12.9861,0.188,0.384,5555
742,3,1.077,1.726,1.971,2.348,0.649,0.894,1.271,0.245,0.622,0.377,0.027,0.027,0.027,0.029,0.006,0.005,0.011,0.004,0.01,0.009,0,15.4242,14.0027,13.037,12.6393,12.2134,0.25,0.149,4293
743,2,1.125,1.831,2.181,2.407,0.706,1.056,1.282,0.35,0.576,0.226,0.076,0.075,0.075,0.081,0.017,0.014,0.033,0.01,0.032,0.03,0,15.9769,14.7024,14.0341,13.6649,13.344,0.75,0.218,5416
744,3,1.147,1.641,2.029,2.036,0.493,0.882,0.889,0.389,0.395,0.006,0.222,0.222,0.22,0.234,0.038,0.028,0.085,0.026,0.084,0.08,0,15.9164,14.3403,13.5445,13.2388,12.9145,0.647,0.225,5131
745,6,0.901,1.498,1.83,1.972,0.596,0.929,1.07,0.332,0.474,0.142,0.923,0.922,0.917,0.961,0.134,0.099,0.303,0.09,0.3,0.287,0,15.84,14.2763,13.4714,13.0156,12.6843,1,0.503,5029
746,1,75.618,76.134,75.991,76.623,0.515,0.373,1.005,-0.143,0.489,0.632,0.848,0.845,0.825,1.166,0.271,0.198,0.848,0.185,0.845,0.825,0,15.5008,13.3998,12.5108,12.1185,11.8426,0.769,1.445,5396
747,2,0.864,1.232,1.475,1.48,0.368,0.611,0.616,0.243,0.248,0.005,0.32,0.321,0.318,0.376,0.064,0.041,0.206,0.049,0.208,0.202,0,20.9638,20.2797,20.1034,20.2896,20.0478,0.658,0.785,5621
748,2,74.231,74.996,75.852,75.073,0.764,1.62,0.842,0.856,0.077,-0.779,1.489,1.411,1.319,3.009,0.853,0.69,2.791,0.501,2.751,2.705,0,15.0873,13.6383,12.8026,12.3915,12.0716,0.688,1.72,4956
749,3,0.302,0.581,0.531,0.718,0.279,0.229,0.416,-0.05,0.138,0.188,0.055,0.056,0.053,0.096,0.024,0.016,0.082,0.017,0.082,0.08,0,15.3608,14.8144,14.0953,13.9257,13.9227,0.576,0.096,1991
750,7,0.771,1.205,1.383,1.617,0.434,0.612,0.846,0.178,0.412,0.234,0.092,0.092,0.091,0.109,0.024,0.017,0.063,0.017,0.063,0.06,0,16.1866,14.759,14.0825,13.7681,13.4757,0.6,0.268,4865
751,1,-0.154,0.828,0.928,1.412,0.982,1.082,1.566,0.1,0.584,0.484,0.602,0.58,0.563,0.704,0.252,0.211,0.473,0.137,0.445,0.423,0,14.3652,12.3908,11.5556,11.1964,10.8364,0.684,1.533,4662
752,2,2.394,2.089,2.573,4.121,-0.305,0.179,1.726,0.484,2.031,1.547,10.013,10.029,10.008,10.024,0.717,0.308,0.648,0.648,0.863,0.57,0,18.624,16.6928,16.0811,15.9856,15.8173,0.857,0.95,3836
753,4,0.248,0.264,0.207,0.251,0.016,-0.041,0.004,-0.057,-0.013,0.044,0.021,0.022,0.02,0.046,0.011,0.007,0.042,0.008,0.042,0.042,0,16.3399,15.3103,15.2075,15.1607,15.1299,0.75,0.065,3300
754,1,1.617,2.362,2.727,2.978,0.745,1.111,1.361,0.366,0.616,0.251,0.04,0.04,0.04,0.041,0.007,0.006,0.011,0.004,0.01,0.009,0,15.999,14.1942,13.3934,12.9974,12.707,1,0.125,4030
755,3,1.09,1.653,1.958,2.235,0.563,0.868,1.145,0.304,0.582,0.278,0.053,0.052,0.052,0.055,0.011,0.009,0.019,0.007,0.019,0.017,0,15.3053,13.8905,13.0592,12.6418,12.3091,0.7,0.132,4500
756,5,0.863,0.891,0.314,0.398,0.028,-0.548,-0.464,-0.577,-0.493,0.084,0.315,0.319,0.312,0.652,0.08,0.046,0.574,0.065,0.576,0.572,0,15.382,14.5811,14.1738,13.9575,13.8642,1,0.867,5836
757,7,1.96,2.591,2.893,3.078,0.631,0.933,1.118,0.302,0.487,0.185,0.347,0.347,0.346,0.35,0.028,0.022,0.059,0.018,0.058,0.055,0,16.3839,14.5035,13.7475,13.275,12.8809,0.326,1.036,5427
758,6,3.727,4.656,5.115,5.32,0.929,1.388,1.593,0.459,0.664,0.205,14.207,14.207,14.206,14.21,0.17,0.142,0.349,0.094,0.332,0.319,0,15.1444,13.7295,12.9526,12.5011,12.1309,0.446,0.872,4550
759,1,1.415,2.009,2.305,2.454,0.594,0.889,1.039,0.296,0.445,0.15,0.208,0.207,0.207,0.211,0.023,0.018,0.046,0.015,0.045,0.042,0,14.8911,13.3678,12.5595,12.1677,11.9012,0.619,0.183,3004
760,1,2.49,3.272,3.729,3.91,0.783,1.239,1.42,0.456,0.638,0.181,2.318,2.317,2.317,2.323,0.076,0.06,0.175,0.047,0.171,0.165,0,16.1923,14.0864,13.1288,12.6903,12.2889,1,0.41,5521
761,2,1.459,2.069,2.823,2.637,0.61,1.364,1.178,0.754,0.568,-0.186,0.4,0.4,0.398,0.409,0.052,0.04,0.1,0.033,0.097,0.091,0,15.7821,14.3572,13.6296,13.2649,13.0809,0.308,0.725,3919
762,5,6.012,6.719,7.223,7.857,0.707,1.211,1.846,0.504,1.139,0.635,25.003,25.002,25.002,25.003,0.383,0.302,0.501,0.235,0.464,0.399,0,17.188,15.6117,14.9931,14.6854,14.5658,0.957,0.654,4147
763,1,0.947,1.357,1.569,1.84,0.41,0.622,0.893,0.212,0.483,0.27,0.151,0.15,0.149,0.157,0.027,0.019,0.053,0.019,0.053,0.05,0,16.4266,15.1569,14.5461,14.2187,13.9095,0.333,0.466,4908
764,4,0.677,0.826,0.891,1.094,0.15,0.214,0.417,0.065,0.268,0.203,0.093,0.093,0.09,0.142,0.035,0.024,0.112,0.025,0.113,0.11,0,99,99,99,99,99,0.923,0.374,4848
765,1,1.401,1.821,2.151,2.245,0.42,0.75,0.844,0.33,0.424,0.094,0.239,0.239,0.238,0.256,0.033,0.024,0.098,0.023,0.098,0.095,0,15.2612,14.0915,13.7626,13.5369,13.3731,0.571,0.244,3206
766,4,1.374,2.258,2.751,3.21,0.884,1.377,1.835,0.493,0.951,0.458,0.043,0.043,0.042,0.043,0.007,0.006,0.008,0.004,0.007,0.006,0,99,99,99,99,99,0.478,0.036,1570
767,4,1.005,1.57,1.782,2.078,0.565,0.777,1.073,0.212,0.508,0.295,0.147,0.146,0.145,0.149,0.027,0.021,0.041,0.016,0.039,0.035,0,17.2214,15.1801,14.303,13.8616,13.4658,0.3,0.625,5860
768,7,0.372,0.466,0.411,0.386,0.094,0.04,0.014,-0.054,-0.08,-0.025,0.051,0.052,0.048,0.146,0.026,0.017,0.139,0.019,0.139,0.137,0,17.42,16.2116,15.7895,15.6133,15.5581,0.253,0.267,4384
769,3,0.79,1.298,1.558,1.71,0.508,0.767,0.92,0.26,0.412,0.152,0.134,0.134,0.132,0.153,0.032,0.023,0.082,0.022,0.081,0.078,0,99,99,99,99,99,0.231,0.164,5524
770,1,1.827,2.381,2.724,2.737,0.553,0.896,0.91,0.343,0.356,0.013,0.56,0.56,0.559,0.578,0.059,0.043,0.153,0.039,0.152,0.147,0,14.4749,13.1388,12.4306,12.0598,11.859,0.226,0.192,847
771,3,0.648,1.026,1.307,1.434,0.378,0.659,0.786,0.281,0.408,0.127,0.281,0.281,0.276,0.351,0.071,0.049,0.221,0.052,0.222,0.216,0,15.1444,13.7295,12.9526,12.5011,12.1309,0.446,0.765,4550
772,2,1.603,2.409,2.848,3.151,0.806,1.245,1.549,0.439,0.743,0.303,0.121,0.121,0.12,0.122,0.016,0.013,0.026,0.009,0.024,0.022,0,15.3233,13.7103,12.9581,12.4539,12.0581,0.269,0.091,3355
773,7,0.548,0.742,0.804,0.899,0.194,0.255,0.351,0.062,0.157,0.095,0.028,0.028,0.027,0.044,0.012,0.008,0.036,0.008,0.036,0.035,0,15.8354,15.017,14.7788,14.7569,14.951,0.442,0.198,2234
774,7,1.113,1.658,1.892,2.059,0.545,0.778,0.945,0.233,0.4,0.167,0.095,0.094,0.093,0.109,0.023,0.018,0.059,0.014,0.058,0.056,0,15.3035,14.065,13.5106,13.2613,13.1016,0.263,0.282,2062
775,2,0.967,1.236,1.178,1.313,0.268,0.211,0.345,-0.058,0.077,0.135,0.684,0.685,0.672,1.091,0.187,0.13,0.869,0.134,0.87,0.86,0,15.8823,14.4524,13.8462,13.5394,13.2751,0.625,1.077,5148
776,1,1.425,2.363,2.934,2.205,0.938,1.509,0.781,0.571,-0.157,-0.729,1.521,1.51,1.506,1.76,0.243,0.214,0.936,0.116,0.919,0.911,0,16.2406,15.0736,14.4765,14.1903,13.9455,0.586,0.825,5588
777,2,0.903,1.396,1.586,1.795,0.493,0.683,0.892,0.19,0.399,0.209,0.047,0.047,0.047,0.05,0.011,0.009,0.021,0.007,0.02,0.019,0,15.3682,14.0869,13.4387,13.0199,12.8626,0.727,0.16,5333
778,1,0.805,1.326,1.527,1.774,0.521,0.722,0.969,0.202,0.448,0.247,0.102,0.102,0.1,0.113,0.026,0.019,0.056,0.017,0.055,0.052,0,99,99,99,99,99,0.833,0.294,5456
779,2,0.465,0.614,0.608,0.647,0.15,0.144,0.182,-0.006,0.032,0.038,0.06,0.06,0.059,0.081,0.018,0.012,0.057,0.013,0.057,0.055,0,13.4393,12.1992,11.6926,11.4528,11.2759,0.621,0.462,1690
780,2,0.14,0.253,0.274,0.257,0.113,0.135,0.117,0.022,0.004,-0.017,0.123,0.124,0.119,0.221,0.047,0.03,0.189,0.036,0.19,0.187,0,15.9857,14.5607,13.9512,13.7634,13.6775,0.8,0.721,4646
781,5,0.917,1.318,1.491,1.631,0.401,0.575,0.715,0.174,0.314,0.14,0.053,0.052,0.052,0.061,0.014,0.01,0.034,0.009,0.033,0.032,0,16.6751,15.4918,14.9256,14.7015,14.5771,0.116,0.105,4009
782,1,2.152,2.716,2.967,3.979,0.564,0.815,1.827,0.251,1.263,1.012,3.807,3.802,3.796,3.821,0.364,0.295,0.529,0.213,0.489,0.44,0,13.4507,11.5604,10.7775,10.3757,10.0977,0.487,0.769,2054
783,1,1.24,1.36,1.601,1.704,0.12,0.361,0.464,0.241,0.345,0.103,0.215,0.216,0.217,0.243,0.044,0.046,0.12,0.05,0.122,0.122,0,13.6837,12.1809,11.568,11.2495,10.9029,0.934,0.321,240
784,3,1.247,1.877,2.288,2.511,0.63,1.041,1.265,0.412,0.635,0.223,0.248,0.247,0.246,0.254,0.037,0.028,0.071,0.024,0.069,0.065,0,99,99,99,99,99,0.524,0.887,4742
785,1,1.018,1.508,2.071,2.699,0.489,1.053,1.68,0.564,1.191,0.627,1.699,1.7,1.688,1.74,0.277,0.194,0.465,0.197,0.466,0.422,0,14.6858,12.6174,11.7025,11.2345,10.8734,0.864,1.235,5440
786,7,1.742,2.22,2.319,2.533,0.478,0.577,0.791,0.098,0.313,0.214,0.452,0.452,0.451,0.464,0.04,0.028,0.112,0.029,0.112,0.108,0,17.3534,15.7731,15.2968,15.0617,15.0017,0.471,0.126,4930
787,4,1.227,1.778,2.06,2.278,0.551,0.832,1.051,0.281,0.5,0.219,0.079,0.079,0.078,0.083,0.015,0.011,0.029,0.01,0.028,0.027,0,15.6632,14.5824,13.9831,13.6901,13.4304,0.778,0.145,5846
788,3,0.376,0.577,0.706,1.1,0.201,0.329,0.724,0.129,0.523,0.394,0.234,0.235,0.229,0.291,0.071,0.047,0.185,0.054,0.187,0.179,0,15.8688,14.3623,13.638,13.2661,12.9711,0.929,0.635,4892
789,1,0.961,1.533,1.572,1.9,0.571,0.611,0.938,0.039,0.367,0.328,0.642,0.643,0.638,0.71,0.108,0.071,0.321,0.081,0.324,0.313,0,18.785,17.7226,17.285,17.1197,16.9404,1,0.781,4200
790,3,1.105,1.845,2.196,2.431,0.74,1.091,1.326,0.351,0.586,0.235,0.021,0.021,0.021,0.022,0.005,0.004,0.008,0.003,0.007,0.007,0,15.8242,14.4242,13.607,13.2534,12.9082,0.485,0.057,2937
791,3,0.922,1.367,1.514,1.725,0.445,0.592,0.802,0.147,0.358,0.21,0.084,0.084,0.082,0.097,0.022,0.016,0.054,0.015,0.053,0.051,0,16.705,15.2096,14.5046,14.1809,13.8162,0.667,0.858,5663
792,-11,0.017,0.597,1.113,1.11,0.58,1.096,1.093,0.516,0.513,-0.003,0.473,0.472,0.455,0.597,0.177,0.127,0.406,0.124,0.405,0.386,0,15.7978,13.797,12.8626,12.3827,12.0449,0.5,0.753,5919
